Nom,Endroit,Date,Valeur,Type subvention,Objectif,Observations
Point de Repères,Québec (Québec) Canada,10/02/2006,"52 000,00 $",Contribution,"Le projet vise à augmenter la compassion auprès des utilisateurs de drogues injectables (UDI) chez les policiers, les commerçants et les divers résidents du centre-ville de Québec. Les objectifs visent à accroître les connaissances sur l'infection, la réduction des méfaits, la référence et le support ainsi que sur la réalité du vécu des individus. Des activités de formation et de sensibilisation, des rencontres d'échanges et de concertation sont prévues. La clientèle sera également impliquée à la réalisation d'un vidéo exposant témoignages et réalités vécues par les UDI.",
Projet ado-communautaire en travail de rue (PACT de rue),Montréal (Québec) Canada,11/15/2006,"52 500,00 $",Contribution,"Le projet veut rejoindre les jeunes en difficulté de diverses communautés ethniques (12-30 ans) dans 5 territoires différents de Montréal (Plateau, Ahuntsic, Côte des Neiges, Verdun, Montréal Nord). Les objectifs visent à augmenter les connaissances des jeunes concernant la prévention du VIH et autres ITSS, à intégrer les notions de prévention et de santé sexuelle et développer des outils de promotion adaptés à la réalité des jeunes rejoints. Les activités visent donc l'implication des jeunes dans la réalisation de différents outils (bandes dessinées et vidéoclips).",
Regroupement des personnes atteintes du VIH-sida de Québec et de la région (RPVVIH),Québec (Québec) Canada,10/02/2006,"80 000,00 $",Contribution,"Projet d'accompagnement entre pairs; jumeler 2 PVVIH dont un bénévole qui va offrir différents types de soutien selon les besoins de la personne avec qui il est jumelé.  Favoriser la création de relations de qualité entre les PVVIH de la ville de Québec; favoriser l'expression des émotions, répondre à divers besoins, briser l'isolement, et prévenir la transmission des ITSS auprès des PVVIH.",
Région de santé de Regina Qu'Appelle,Regina (Saskatchewan) Canada,11/09/2006,"180 000,00 $",Contribution,L'objectif global de ce projet est de développer la déclaration des incidents néfastes liés aux transfusions au niveau provincial et de partager l'information avec l'Agence de santé publique du Canada (ASPC).  L'information sur les incidents néfastes et d'autres données provinciales appropriées aideront l'ASPC à mener l'analyse de données et l'évaluation de risque au niveau national.,
Battlefords Family Health Centre Inc.,North Battleford (Saskatchewan) Canada,07/19/2006,"154 222,00 $",Contribution,"Les objectifs du projet sont de renforcer, en collaboration avec les sous-populations vulnérables, des initiatives d'amélioration de la santé sexuelle et de réduction des méfaits causés par l'utilisation de drogues injectables à l'intention de sous-populations vulnérables, telles que les détenus autochtones, ainsi que les femmes et les jeunes à risque élevé; de faciliter l'accès aux services de diagnostic, aux soins et au traitement; et de susciter des occasions de prestation d'un soutien social aux personnes infectées par le VIH/sida et atteintes d'autres maladies et affections connexes. Pour atteindre ces objectifs, l'organisme établira des groupes éducatifs ciblés à l'intention des détenus autochtones et des jeunes; mettra sur pied un groupe d'accueil et de soutien; mobilisera des jeunes autochtones de la rue; créera un programme d'action sociale.",Ventilation pluriannuelle
Centre d'amitié autochtone de Val-d'Or,Val-d'Or (Quebec) Canada,07/11/2006,"135 678,00 $",Contribution,"Le projet a pour objectifs:  la capacité accrue des membres des sous-populations vulnérables à se conformer aux pratiques favorisant l'amélioration de la santé sexuelle et la réduction des méfaits liés à l'utilisation de drogues injectables; et l'accès et le recours accrus aux services de diagnostic, aux soins, au traitement et au soutien social par les personnes infectées par le VIH ou souffrant de maladies connexes.  Pour atteindre ces objectifs, l'organisme entreprendra; collaboration et concertation avec d'autres organismes régionaux; activités de sensibilisation et de prévention; augmentation des connaissances et capacités d'intervention face au VIH/sida; et la mise en pratique de l'approche de réduction des méfaits.",Ventilation pluriannuelle
Council of Yukon First Nations,Whitehorse (Yukon) Canada,08/28/2006,"239 512,00 $",Contribution,"Les objectifs du projet sont de faciliter l'accès aux services de diagnostic, aux soins et au traitement, de susciter des occasions de prestation d'un soutien social aux personnes infectées par le VIH et atteintes d'autres maladies et affections connexes, et de fournir de l'information générale sur le VIH/sida dans les régions rurales et éloignées du Nord. Les activités que l'organisme entreprendra pour atteindre ses objectifs sont, entre autres, la formation d'un comité directeur pour surveiller le projet; l'association des éducateurs communautaires en VIH/sida à l'élaboration de documents adaptés à la culture autochtone sur la transmission du VIH, la prévention et les pratiques de réduction des méfaits; et la prestation d'un soutien à la population à risque de contracter le VIH et l'hépatite C dans les collectivités rurales et éloignées.",Ventilation pluriannuelle
Foyer pour femmes autochtones de Montreal,Montreal (Quebec) Canada,08/28/2006,"98 521,00 $",Contribution,"Les objectifs du projet sont de faciliter l'accès aux services de diagnostic, aux soins et au traitement; de susciter des occasions de prestation d'un soutien social aux personnes infectées par le VIH et atteintes d'autres maladies et affections connexes; et d'accroître les initiatives régionales de renforcement des capacités visant les programmes communautaires destinés aux Autochtones hors réserves. Les objectifs du programme seront atteints au moyen de la tenue d'ateliers et de cérémonies culturelles; de l'élaboration d'une brochure sur les ressources disponibles; de la création d'un groupe de soutien exclusivement destiné aux femmes; et de l'accompagnement à des rendez-vous chez le médecin.",Partenariat avec Autres Ministères du Gouvernent
Groupe de travail canadian sur le VIH et la réinsertion sociale,Toronto (Ontario) Canada,09/29/2006,"256 500,00 $",Contribution,"Le Groupe de travail canadien sur le VIH et la réinsertion est un organisme national sans but lucratif qui touche à de nombreux secteurs et disciplines. Son mandat comprend les trois principaux secteurs suivants : coordonner une intervention nationale globale à l'égard des problèmes de réinsertion sociale dans le contexte du VIH; faciliter et entreprendre des activités de recherche et de sensibilisation relativement à la réinsertion dans le contexte du VIH grâce à des partenariats intersectoriels et multidisciplinaires; et fournir une expertise et des conseils sur les politiques et les programmes en matière de réinsertion qui touchent les personnes atteintes du VIH et leur communauté. Le projet met plus particulièrement l'accent sur la coordination des politiques, des programmes et des services chez les intervenants ainsi que sur l'élaboration de lignes directrices sur les pratiques exemplaires en matière de VIH pour les professionnels de la réinsertion.",Ventilation pluriannuelle
Healing Our Nations,Dartmouth (Nouvelle-Écosse) Canada,07/07/2006,"150 000,00 $",Contribution,"Les objectifs du projet sont de renforcer des initiatives d'amélioration de la santé sexuelle et de réduction des méfaits causés par l'utilisation de drogues injectables destinées aux femmes et aux jeunes autochtones à risque élevé, aux bispirituels et aux utilisateurs de drogues injectables; de faciliter l'accès aux services de diagnostic, aux soins et au traitement; et de susciter des occasions de prestation d'appui social. Ces objectifs seront atteints en augmentant la capacité d'assurer une intervention unifiée en matière de VIH/sida dans la région; en élaborant un énoncé de politiques de nature pragmatique; en planifiant et en présentant des séances d'information sur le VIH/sida axées sur les préoccupations des femmes; en effectuant une mise à jour continue du matériel et en élaborant des ressources de sensibilisation au VIH/sida pour fin de diffusion régionale; en mettant en commun des occasions de formation avec des organismes partenaires; et en préparant une activité de formation et de renforcement des capacités destinée aux Autochtones vivant avec le VIH/sida.",Ventilation pluriannuelle
